ID_HOGAR,ID_GEOGRAFIA,MES_NUM,ID_POBREZA,MIEPERHO,FACTOR07,INGHOG2D,GASHOG2D,BRECHA_HOG,ING_PERCAPITA,GAS_PERCAPITA,BRECHA_PERCAPITA,LOG_INGHOG2D,LOG_GASHOG2D,LOG_BRECHA_PERCAP,GRU11HD,GRU21HD,GRU31HD,GRU41HD,GRU51HD,GRU61HD,GRU71HD,GRU81HD,GRU11HD_PCT,GRU21HD_PCT,GRU31HD_PCT,GRU41HD_PCT,GRU51HD_PCT,GRU61HD_PCT,GRU71HD_PCT,GRU81HD_PCT
5041,246,2,2,9,67.7645874023438,87232.4140625,52707.80078125,34524.61328125,9692.490451388889,5856.422309027777,3836.0681423611113,11.376342725289131,10.87253771833356,8.252463849370235,20045.455078125,719.165405273438,2055.0,2023.57727050781,179.0,1511.0,1108.0,4701.0595703125,0.3803,0.0136,0.039,0.0384,0.0034,0.0287,0.021,0.0892
5042,246,2,3,1,67.7645874023438,18820.037109375,23713.427734375,-4893.390625,18820.037109375,23713.427734375,-4893.390625,9.842730518389114,10.07383890706438,0.0,4305.8466796875,208.530136108398,1947.0,1155.36804199219,4172.0,1843.833984375,581.527709960938,645.444396972656,0.1816,0.0088,0.0821,0.0487,0.1759,0.0778,0.0245,0.0272
5043,246,2,1,2,328.715393066406,44306.51171875,18402.98828125,25903.5234375,22153.255859375,9201.494140625,12951.76171875,10.698909506416085,9.820322674524991,9.469064304526109,7842.2763671875,0.0,1724.0,1129.29760742188,247.0,373.0,86.6197128295898,967.569396972656,0.4261,0.0,0.0937,0.0614,0.0134,0.0203,0.0047,0.0526
5044,246,2,1,3,328.715393066406,44514.19921875,40351.84375,4162.35546875,14838.06640625,13450.614583333334,1387.4518229166667,10.703585965315066,10.605417148290291,7.235944608929672,12576.8408203125,1094.96118164063,2007.0,1221.17944335938,869.0,1160.0,9846.439453125,572.547607421875,0.3117,0.0271,0.0497,0.0303,0.0215,0.0287,0.244,0.0142
5045,246,2,3,5,328.715393066406,34236.99609375,53749.9375,-19512.94140625,6847.39921875,10749.9875,-3902.58828125,10.441091303243647,10.892116387698266,0.0,14675.5068359375,1347.77746582031,4155.0,1613.8486328125,2277.0,1782.0,1190.41833496094,1980.37866210938,0.273,0.0251,0.0773,0.03,0.0424,0.0332,0.0221,0.0368
5046,246,2,2,4,328.715393066406,36900.34765625,25224.736328125,11675.611328125,9225.0869140625,6306.18408203125,2918.90283203125,10.516003351211303,10.135620035207076,7.979305618007019,2042.7265625,1253.37646484375,731.0,0.0,38.0,446.0,320.0,182.110427856445,0.081,0.0497,0.029,0.0,0.0015,0.0177,0.0127,0.0072
5047,246,2,1,3,328.715393066406,47476.96484375,42306.80859375,5170.15625,15825.654947916666,14102.26953125,1723.3854166666667,10.76802098436244,10.652726948322885,7.452625985789356,11530.4091796875,0.0,2232.0,949.418640136719,1570.0,2751.12866210938,1641.22290039063,3083.21337890625,0.2725,0.0,0.0528,0.0224,0.0371,0.065,0.0388,0.0729
5048,246,2,1,7,328.715393066406,84405.1015625,56410.328125,27994.7734375,12057.871651785714,8058.618303571428,3999.253348214286,11.343394971365557,10.940425270597972,8.294112975149893,18438.990234375,2089.31909179688,1550.0,2033.10083007813,8378.0,795.0,473.484924316406,1148.7880859375,0.3269,0.037,0.0275,0.036,0.1485,0.0141,0.0084,0.0204
5049,257,2,3,2,443.361114501953,11594.4326171875,17673.880859375,-6079.4482421875,5797.21630859375,8836.9404296875,-3039.72412109375,9.35836655966092,9.779899750112635,0.0,6096.95654296875,634.429809570313,1042.0,450.836883544922,658.0,373.0,0.0,448.506408691406,0.345,0.0359,0.059,0.0255,0.0372,0.0211,0.0,0.0254
5050,257,2,5,3,443.361114501953,24370.65234375,14007.8310546875,10362.8212890625,8123.55078125,4669.277018229167,3454.273763020833,10.101175946690493,9.547443199353784,8.147656969827056,6375.474609375,0.0,534.0,802.34423828125,39.0,229.0,21.0362167358398,749.080932617188,0.4551,0.0,0.0381,0.0573,0.0028,0.0163,0.0015,0.0535
5051,257,2,5,5,443.361114501953,26352.91796875,15909.01953125,10443.8984375,5270.58359375,3181.80390625,2088.7796875,10.179372232432447,9.6747043489395,7.644813926723124,6705.61279296875,1026.68823242188,310.0,758.456970214844,0.0,241.0,412.0,451.501190185547,0.4215,0.0645,0.0195,0.0477,0.0,0.0151,0.0259,0.0284
5052,257,2,5,2,443.361114501953,12741.6513671875,10581.58984375,2160.0615234375,6370.82568359375,5290.794921875,1080.03076171875,9.45271002106752,9.26696546220076,6.985670273958421,3985.029296875,591.395141601563,780.0,357.048614501953,185.0,230.0,0.0,543.914306640625,0.3766,0.0559,0.0737,0.0337,0.0175,0.0217,0.0,0.0514
5053,257,2,5,4,443.361114501953,27697.876953125,18247.2109375,9450.666015625,6924.46923828125,4561.802734375,2362.66650390625,10.229147148145048,9.811822323383383,7.767969295776592,10681.345703125,421.05419921875,1065.0,515.869567871094,118.0,109.0,655.236877441406,688.439880371094,0.5854,0.0231,0.0584,0.0283,0.0065,0.006,0.0359,0.0377
5054,257,2,1,1,443.361114501953,12719.2255859375,9539.9912109375,3179.234375,12719.2255859375,9539.9912109375,3179.234375,9.45094857148037,9.163352659562603,8.064710175888491,4593.79541015625,185.11149597168,842.0,322.785278320313,0.0,0.0,0.0,325.069580078125,0.4815,0.0194,0.0883,0.0338,0.0,0.0,0.0,0.0341
5055,505,2,1,3,177.274429321289,41813.40234375,41708.734375,104.66796875,13937.80078125,13902.911458333334,34.889322916666664,10.64099611284609,10.638489818793824,3.5804398394665604,11012.16015625,1456.89819335938,1253.0,1203.43896484375,1319.0,385.0,11372.4931640625,1435.34301757813,0.264,0.0349,0.03,0.0289,0.0316,0.0092,0.2727,0.0344
5056,505,2,5,5,177.274429321289,28016.150390625,20477.2421875,7538.908203125,5603.230078125,4095.4484375,1507.781640625,10.240572115598129,9.927118244781305,7.31905774360858,2902.3076171875,114.510765075684,1736.0,601.647521972656,607.0,1322.44006347656,2976.0,486.179748535156,0.1417,0.0056,0.0848,0.0294,0.0296,0.0646,0.1453,0.0237
5057,505,2,1,5,177.274429321289,44550.984375,40416.1640625,4134.8203125,8910.196875,8083.2328125,826.9640625,10.70441197455567,10.607009826756924,6.718969750665554,13567.095703125,2528.06469726563,1923.0,1289.22692871094,3717.0,2047.97216796875,5291.0,1819.25988769531,0.3357,0.0626,0.0476,0.0319,0.092,0.0507,0.1309,0.045
5058,505,2,3,4,177.274429321289,35456.4140625,39934.3515625,-4477.9375,8864.103515625,9983.587890625,-1119.484375,10.476087651489593,10.595017214680713,0.0,8425.5751953125,3272.33471679688,2450.85327148438,2326.16284179688,2008.0,1012.0,1491.0,1259.94836425781,0.211,0.0819,0.0614,0.0582,0.0503,0.0253,0.0373,0.0316
5059,505,2,1,3,177.274429321289,33905.1171875,30955.65234375,2949.46484375,11301.705729166666,10318.55078125,983.1549479166666,10.431350725098609,10.340343193425516,6.891783352050551,6404.0302734375,3858.82543945313,1770.0,844.939636230469,136.0,4011.666015625,697.25146484375,2120.2021484375,0.2069,0.1247,0.0572,0.0273,0.0044,0.1296,0.0225,0.0685
5060,505,2,1,1,177.274429321289,39652.41796875,19700.17578125,19952.2421875,39652.41796875,19700.17578125,19952.2421875,10.587932426847056,9.888433597272453,9.90114692477793,3422.71948242188,1158.36669921875,496.0,1026.48620605469,522.0,3133.82348632813,460.466674804688,1060.61975097656,0.1737,0.0588,0.0252,0.0521,0.0265,0.1591,0.0234,0.0538
5061,255,2,6,2,443.361114501953,6652.646484375,8257.353515625,-1604.70703125,3326.3232421875,4128.6767578125,-802.353515625,8.802920326879569,9.01898051439692,0.0,3687.4267578125,320.539367675781,991.0,364.213439941406,252.0,0.0,0.0,362.854705810547,0.4466,0.0388,0.12,0.0441,0.0305,0.0,0.0,0.0439
5062,255,2,5,4,443.361114501953,22177.8203125,16491.62109375,5686.19921875,5544.455078125,4122.9052734375,1421.5498046875,10.006893072497094,9.710668353422657,7.260206177470178,5330.2490234375,1198.01586914063,186.0,576.074951171875,551.0,695.202514648438,830.065734863281,978.756652832031,0.3232,0.0726,0.0113,0.0349,0.0334,0.0422,0.0503,0.0593
5063,255,2,2,6,443.361114501953,67276.2890625,39439.33203125,27836.95703125,11212.71484375,6573.222005208333,4639.492838541667,11.116578000471476,10.582544227323377,8.442575854782811,9334.255859375,2546.9306640625,1561.0,1041.74658203125,113.0,3338.8740234375,11385.0087890625,2326.61206054688,0.2367,0.0646,0.0396,0.0264,0.0029,0.0847,0.2887,0.059
5064,255,2,2,2,443.361114501953,15011.41015625,12737.0966796875,2274.3134765625,7505.705078125,6368.54833984375,1137.15673828125,9.61663248177416,9.452352520766498,7.037165336556534,5416.6396484375,378.424743652344,3864.0,341.273254394531,38.0,351.0,437.391662597656,606.676452636719,0.4253,0.0297,0.3034,0.0268,0.003,0.0276,0.0343,0.0476
5065,255,2,1,3,443.361114501953,65106.95703125,35204.4921875,29902.46484375,21702.319010416668,11734.830729166666,9967.48828125,11.08380204855003,10.468957377469057,9.20718422470412,7949.1494140625,3283.52514648438,2341.0,1419.5595703125,1089.28515625,9060.21484375,755.609985351563,2049.70556640625,0.2258,0.0933,0.0665,0.0403,0.0309,0.2574,0.0215,0.0582
5066,255,2,6,5,443.361114501953,20023.18359375,20221.99609375,-198.8125,4004.63671875,4044.39921875,-39.7625,9.904696001754656,9.91457565636275,0.0,7998.83251953125,843.763549804688,1946.0,1193.048828125,313.0,2502.46411132813,653.585510253906,884.070678710938,0.3956,0.0417,0.0962,0.059,0.0155,0.1237,0.0323,0.0437
5067,506,2,3,5,443.361114501953,31776.18359375,64650.65625,-32874.47265625,6355.23671875,12930.13125,-6574.89453125,10.366503814192182,11.076769002588014,0.0,18311.30078125,2953.19775390625,2679.0,2750.20556640625,2882.0,4808.38525390625,918.0,1514.83312988281,0.2832,0.0457,0.0414,0.0425,0.0446,0.0744,0.0142,0.0234
5068,506,2,1,1,443.361114501953,48413.92578125,22530.275390625,25883.650390625,48413.92578125,22530.275390625,25883.650390625,10.787563429074302,10.022659640373798,10.16140542299117,6939.33642578125,0.0,1091.0,662.362182617188,0.0,1084.0,308.118713378906,4098.02197265625,0.308,0.0,0.0484,0.0294,0.0,0.0481,0.0137,0.1819
5069,506,2,2,2,443.361114501953,16650.99609375,14998.85546875,1652.140625,8325.498046875,7499.427734375,826.0703125,9.720285373733407,9.61579584462126,6.717889712570419,7275.29736328125,0.0,2114.880859375,591.734069824219,0.0,0.0,61.8712272644043,553.410034179688,0.4851,0.0,0.141,0.0395,0.0,0.0,0.0041,0.0369
5070,506,2,1,2,443.361114501953,40932.375,30139.76953125,10792.60546875,20466.1875,15069.884765625,5396.302734375,10.61970102394186,10.313634003747389,8.593654614129605,4490.759765625,0.0,1364.0,589.664001464844,374.0,2672.43334960938,0.0,676.236694335938,0.149,0.0,0.0453,0.0196,0.0124,0.0887,0.0,0.0224
5071,506,2,3,2,443.361114501953,35500.33984375,38869.74609375,-3369.40625,17750.169921875,19434.873046875,-1684.703125,10.477325716828757,10.567997218253,0.0,17675.205078125,0.0,1872.0,534.250122070313,3475.0,988.0,356.378234863281,1399.82214355469,0.4547,0.0,0.0482,0.0137,0.0894,0.0254,0.0092,0.036
5072,506,2,1,1,443.361114501953,32613.841796875,22622.423828125,9991.41796875,32613.841796875,22622.423828125,9991.41796875,10.39252273359372,10.026741101086156,9.209581881269822,7636.04736328125,0.0,532.159545898438,233.483123779297,282.0,698.0,237.585510253906,937.643737792969,0.3375,0.0,0.0235,0.0103,0.0125,0.0309,0.0105,0.0414
5073,507,2,7,6,443.361114501953,20652.291015625,15465.41015625,5186.880859375,3442.0485026041665,2577.568359375,864.4801432291666,9.935629956907643,9.646425864683494,6.763284431810233,6843.12548828125,790.067443847656,1090.0,766.639465332031,160.0,251.909423828125,736.242553710938,511.393707275391,0.4425,0.0511,0.0705,0.0496,0.0103,0.0163,0.0476,0.0331
5074,507,2,7,5,443.361114501953,12530.70703125,11669.2744140625,861.4326171875,2506.14140625,2333.8548828125,172.2865234375,9.436017274145613,9.364800239491071,5.154946429344035,7542.6484375,262.0,1052.0,472.880401611328,24.0,121.0,403.0,267.023773193359,0.6464,0.0225,0.0902,0.0405,0.0021,0.0104,0.0345,0.0229
5075,507,2,3,4,443.361114501953,57342.15625,58798.234375,-1456.078125,14335.5390625,14699.55859375,-364.01953125,10.956808782394043,10.981884112968611,0.0,7161.10498046875,1673.27221679688,756.0,426.308837890625,776.0,2894.14965820313,1015.0,1436.5107421875,0.1218,0.0285,0.0129,0.0073,0.0132,0.0492,0.0173,0.0244
5076,507,2,2,1,443.361114501953,13678.5205078125,6084.2890625,7594.2314453125,13678.5205078125,6084.2890625,7594.2314453125,9.523655139963754,8.713629508401807,8.935275887944437,3224.58740234375,232.391052246094,0.0,358.487915039063,592.0,0.0,0.0,84.4987335205078,0.53,0.0382,0.0,0.0589,0.0973,0.0,0.0,0.0139
5077,507,2,5,2,443.361114501953,13363.283203125,9775.787109375,3587.49609375,6681.6416015625,4887.8935546875,1793.748046875,9.50034099474605,9.187766192631695,7.492619927212512,5094.2412109375,157.064300537109,742.0,326.661499023438,0.0,0.0,0.0,242.105331420898,0.5211,0.0161,0.0759,0.0334,0.0,0.0,0.0,0.0248
5078,507,2,7,9,443.361114501953,44187.48046875,18418.08984375,25769.390625,4909.720052083333,2046.4544270833333,2863.265625,10.696219411218786,9.821142897282874,7.960067269939095,6485.79345703125,1781.34631347656,495.0,411.942535400391,420.0,121.0,877.062561035156,729.556274414063,0.3521,0.0967,0.0269,0.0224,0.0228,0.0066,0.0476,0.0396
5079,256,2,1,4,438.287170410156,31776.18359375,27947.048828125,3829.134765625,7944.0458984375,6986.76220703125,957.28369140625,10.366503814192182,10.238102666777047,6.865143862949922,18282.619140625,2316.7333984375,2789.0,3499.26220703125,1081.0,1987.0,1571.94750976563,4218.18603515625,0.6542,0.0829,0.0998,0.1252,0.0387,0.0711,0.0562,0.1509
5080,256,2,4,9,438.287170410156,31776.18359375,71345.7421875,-39569.55859375,3530.687065972222,7927.3046875,-4396.617621527777,10.366503814192182,11.17530696226199,0.0,31168.326171875,2908.828125,2702.0,2905.26025390625,4362.0,2908.173828125,797.0,2390.45629882813,0.4369,0.0408,0.0379,0.0407,0.0611,0.0408,0.0112,0.0335
5081,256,2,1,2,438.287170410156,58946.1015625,33828.8359375,25117.265625,29473.05078125,16914.41796875,12558.6328125,10.984395737029857,10.429098412147267,9.438243204921282,7971.8681640625,0.0,1401.0,898.195251464844,45.0,1241.0,256.584838867188,2237.02709960938,0.2357,0.0,0.0414,0.0266,0.0013,0.0367,0.0076,0.0661
5082,256,2,1,2,438.287170410156,19962.029296875,17977.806640625,1984.22265625,9981.0146484375,8988.9033203125,992.111328125,9.90163730673031,9.796948934333772,6.900842770676397,6342.67626953125,0.0,2889.0,296.732635498047,0.0,181.0,0.0,473.487121582031,0.3528,0.0,0.1607,0.0165,0.0,0.0101,0.0,0.0263
5083,256,2,3,1,438.287170410156,34892.83984375,36963.34375,-2070.50390625,34892.83984375,36963.34375,-2070.50390625,10.46006558383594,10.51770904455348,0.0,1844.20092773438,5022.0,1501.0,2976.95068359375,0.0,1433.0,593.963745117188,966.972412109375,0.0499,0.1359,0.0406,0.0805,0.0,0.0388,0.0161,0.0262
5084,256,2,3,2,438.287170410156,17266.849609375,17946.470703125,-679.62109375,8633.4248046875,8973.2353515625,-339.810546875,9.756601647428212,9.795204476084074,0.0,2254.72265625,0.0,471.0,1400.83386230469,628.0,183.066177368164,0.0,79.1666107177734,0.1256,0.0,0.0262,0.0781,0.035,0.0102,0.0,0.0044
5085,508,2,2,4,438.287170410156,51236.67578125,28740.267578125,22496.408203125,12809.1689453125,7185.06689453125,5624.10205078125,10.844230395521516,10.266089263675203,8.634994369269162,1869.03857421875,1530.57556152344,1635.0,770.221862792969,1448.0,2374.88354492188,0.0,623.307495117188,0.065,0.0533,0.0569,0.0268,0.0504,0.0826,0.0,0.0217
5086,508,2,3,3,438.287170410156,55196.0,56495.54296875,-1299.54296875,18398.666666666668,18831.84765625,-433.1809895833333,10.918663882962203,10.941934728868764,0.0,16179.2294921875,3735.982421875,893.0,763.0234375,38.0,23705.681640625,683.189086914063,2745.17163085938,0.2864,0.0661,0.0158,0.0135,0.0007,0.4196,0.0121,0.0486
5087,508,2,5,6,438.287170410156,19795.939453125,18938.171875,857.767578125,3299.3232421875,3156.3619791666665,142.96126302083334,9.893282631660483,9.84898764218332,4.969544256587413,8812.3994140625,4274.98583984375,1637.0,1177.86694335938,301.0,241.0,719.0,905.229919433594,0.4653,0.2257,0.0864,0.0622,0.0159,0.0127,0.038,0.0478
5088,508,2,2,4,438.287170410156,71811.8203125,31674.8671875,40136.953125,17952.955078125,7918.716796875,10034.23828125,11.181818294981513,10.363310382478351,9.21385800596597,8942.1865234375,984.390747070313,2480.0,1545.03881835938,0.0,602.0,773.0,417.639923095703,0.2823,0.0311,0.0783,0.0488,0.0,0.019,0.0244,0.0132
5089,508,2,1,3,438.287170410156,29094.21484375,26043.677734375,3050.537109375,9698.071614583334,8681.225911458334,1016.845703125,10.278329001279008,10.16756871668654,6.925443616983292,8935.1552734375,450.443389892578,1512.0,675.652526855469,210.0,867.0,166.748489379883,1840.38525390625,0.3431,0.0173,0.0581,0.0259,0.0081,0.0333,0.0064,0.0707
5090,508,2,1,1,438.287170410156,14902.7578125,13119.8046875,1782.953125,14902.7578125,13119.8046875,1782.953125,9.609368662317134,9.481954393506015,7.48658703757054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5091,509,2,2,5,443.361114501953,49519.19140625,30421.447265625,19097.744140625,9903.83828125,6084.289453125,3819.548828125,10.810135772582228,10.32293601180901,8.248149363564778,11177.556640625,1375.0732421875,1414.0,1094.66906738281,244.0,9344.3154296875,495.734405517578,1387.58190917969,0.3674,0.0452,0.0465,0.036,0.008,0.3072,0.0163,0.0456
5092,509,2,5,7,443.361114501953,52778.97265625,28984.984375,23793.98828125,7539.853236607143,4140.712053571428,3399.141183035714,10.873887091986887,10.27456769472898,8.131572234164407,15422.8974609375,3246.47705078125,1749.0,1710.080078125,28.0,1352.08361816406,570.0,1138.70288085938,0.5321,0.112,0.0603,0.059,0.001,0.0466,0.0197,0.0393
5093,509,2,2,2,443.361114501953,22040.376953125,16525.333984375,5515.04296875,11020.1884765625,8262.6669921875,2757.521484375,10.000676736502518,9.71271038668871,7.922450121108837,8122.5068359375,0.0,756.0,430.037780761719,0.0,353.869384765625,0.0,748.676147460938,0.4915,0.0,0.0457,0.026,0.0,0.0214,0.0,0.0453
5094,509,2,5,3,443.361114501953,11660.9892578125,9867.83984375,1793.1494140625,3886.9964192708335,3289.2799479166665,597.7164713541666,9.364090050654298,9.197137581825716,6.394788149418849,5103.353515625,25.0,694.0,500.745147705078,0.0,907.789794921875,176.0,318.764190673828,0.5172,0.0025,0.0703,0.0507,0.0,0.092,0.0178,0.0323
5095,509,2,2,1,443.361114501953,8042.63720703125,7404.88671875,637.75048828125,8042.63720703125,7404.88671875,637.75048828125,8.992636648810224,8.910030465481608,6.459513905950107,438.266540527344,0.0,285.0,116.741569519043,0.0,120.0,0.0,0.0,0.0592,0.0,0.0385,0.0158,0.0,0.0162,0.0,0.0
5096,509,2,5,7,443.361114501953,23322.30859375,22694.123046875,628.185546875,3331.758370535714,3242.017578125,89.74079241071429,10.057208508348818,10.02990533663727,4.50800700695848,10371.4013671875,2060.06469726563,1129.0,584.970153808594,0.0,361.0,470.0,892.341125488281,0.457,0.0908,0.0497,0.0258,0.0,0.0159,0.0207,0.0393
5097,510,2,1,5,438.287170410156,70533.0703125,63906.67578125,6626.39453125,14106.6140625,12781.33515625,1325.27890625,11.163851138908518,11.065194754923883,7.190132485166641,16308.0576171875,15908.8125,2836.0,1885.71411132813,0.0,3010.05126953125,2056.4599609375,3447.35595703125,0.2552,0.2489,0.0444,0.0295,0.0,0.0471,0.0322,0.0539
5098,510,2,1,3,438.287170410156,40083.90625,36547.17578125,3536.73046875,13361.302083333334,12182.391927083334,1178.91015625,10.598755139694225,10.50638655370665,7.073193575789821,10633.671875,351.0,4099.0,1072.33984375,0.0,1915.16760253906,1092.70812988281,794.815307617188,0.291,0.0096,0.1122,0.0293,0.0,0.0524,0.0299,0.0217
5099,510,2,2,5,438.287170410156,40065.6328125,39058.3203125,1007.3125,8013.1265625,7811.6640625,201.4625,10.598299167468854,10.572836803165597,5.310554684212515,15337.90234375,6457.34912109375,2403.0,1647.45751953125,601.0,1483.82397460938,784.0,1510.73278808594,0.3927,0.1653,0.0615,0.0422,0.0154,0.038,0.0201,0.0387
5100,510,2,5,4,438.287170410156,17883.87890625,15605.9990234375,2277.8798828125,4470.9697265625,3901.499755859375,569.469970703125,9.79171088098247,9.65547474797047,6.3464605311124265,5375.22265625,50.0,693.0,488.404296875,722.0,60.0,245.0,351.420654296875,0.3444,0.0032,0.0444,0.0313,0.0463,0.0038,0.0157,0.0225
5101,509,2,1,4,443.361114501953,35195.51953125,33289.46484375,1906.0546875,8798.8798828125,8322.3662109375,476.513671875,10.468702479744415,10.413026293936587,6.168592791709845,15088.9189453125,294.0,1810.67785644531,1253.46130371094,3364.0,1481.0,1898.0,1252.22778320313,0.4533,0.0088,0.0544,0.0377,0.1011,0.0445,0.057,0.0376
5102,509,2,5,5,443.361114501953,45001.4375,25996.791015625,19004.646484375,9000.2875,5199.358203125,3800.929296875,10.714471933952163,10.165766852456734,8.24326392657746,5988.47705078125,1160.3251953125,1562.0,481.512847900391,89.0,819.0,923.0,5872.732421875,0.2304,0.0446,0.0601,0.0185,0.0034,0.0315,0.0355,0.2259
5103,509,2,5,4,443.361114501953,25628.638671875,18323.40625,7305.232421875,6407.15966796875,4580.8515625,1826.30810546875,10.151504721399789,9.81598912513852,7.510599182263174,7449.00830078125,682.256652832031,1154.0,682.688354492188,226.0,1710.0,367.0,848.150207519531,0.4065,0.0372,0.063,0.0373,0.0123,0.0933,0.02,0.0463
5104,509,2,5,4,443.361114501953,30446.419921875,15383.6181640625,15062.8017578125,7611.60498046875,3845.904541015625,3765.700439453125,10.323756537918396,9.641123468732683,8.23395468221862,5848.45947265625,166.269683837891,780.0,340.330596923828,136.0,604.0,393.912200927734,462.532775878906,0.3802,0.0108,0.0507,0.0221,0.0088,0.0393,0.0256,0.0301
5105,509,2,1,1,443.361114501953,30135.603515625,16151.7001953125,13983.9033203125,30135.603515625,16151.7001953125,13983.9033203125,10.3134957755725,9.689842509431507,9.54573369251331,2498.8232421875,1376.94177246094,508.0,530.014953613281,0.0,385.0,0.0,613.769775390625,0.1547,0.0853,0.0315,0.0328,0.0,0.0238,0.0,0.038
5106,509,2,2,1,443.361114501953,13255.0,6245.27880859375,7009.72119140625,13255.0,6245.27880859375,7009.72119140625,9.4922055591064,8.739741174790064,8.855195855108603,751.673461914063,602.688232421875,372.0,405.021728515625,0.0,253.0,0.0,550.038513183594,0.1204,0.0965,0.0596,0.0649,0.0,0.0405,0.0,0.0881
5107,249,2,1,5,443.361114501953,90734.515625,47451.12890625,43283.38671875,18146.903125,9490.22578125,8656.67734375,11.415704131950458,10.767476669338247,9.066201760473358,16755.244140625,4406.78369140625,2340.0,1382.59912109375,1164.0,2811.27734375,2895.0,1925.7900390625,0.3531,0.0929,0.0493,0.0291,0.0245,0.0592,0.061,0.0406
5108,249,2,5,4,443.361114501953,14424.998046875,14061.1591796875,363.8388671875,3606.24951171875,3515.289794921875,90.959716796875,9.57678727767438,9.551242722541966,4.52135062025643,7787.8603515625,160.716857910156,0.0,947.036193847656,563.0,301.0,0.0,237.77717590332,0.5539,0.0114,0.0,0.0674,0.04,0.0214,0.0,0.0169
5109,249,2,3,5,443.361114501953,31776.18359375,41529.16015625,-9752.9765625,6355.23671875,8305.83203125,-1950.5953125,10.366503814192182,10.634175193016352,0.0,16455.857421875,2529.94750976563,1759.0,955.556518554688,879.0,1475.0,6483.83056640625,989.774719238281,0.3962,0.0609,0.0424,0.023,0.0212,0.0355,0.1561,0.0238
5110,249,2,1,6,443.361114501953,80912.578125,27947.048828125,52965.529296875,13485.4296875,4657.841471354167,8827.588216145834,11.301136927344016,10.238102666777047,9.085750395893852,16905.439453125,3119.03833007813,3294.0,1828.23205566406,804.0,641.0,8094.87060546875,4329.1435546875,0.6049,0.1116,0.1179,0.0654,0.0288,0.0229,0.2897,0.1549
5111,249,2,2,6,443.361114501953,65822.453125,46192.44921875,19630.00390625,10970.408854166666,7698.741536458333,3271.667317708333,11.094731484278284,10.740593275214474,8.093360624882951,14395.349609375,241.168548583984,1857.0,1605.69909667969,308.0,290.0,1102.0,994.560546875,0.3116,0.0052,0.0402,0.0348,0.0067,0.0063,0.0239,0.0215
5112,249,2,6,4,443.361114501953,15376.9443359375,16375.8271484375,-998.8828125,3844.236083984375,4093.956787109375,-249.720703125,9.640689575865032,9.70362263586266,0.0,4658.37060546875,709.899658203125,1005.0,143.590194702148,123.0,216.350616455078,481.0,557.369140625,0.2845,0.0434,0.0614,0.0088,0.0075,0.0132,0.0294,0.034
5113,511,2,1,3,302.510772705078,28284.748046875,24598.986328125,3685.76171875,9428.249348958334,8199.662109375,1228.5872395833333,10.250113354197037,10.110501166153025,7.114433814473183,7591.75537109375,2958.57861328125,2910.0,1384.98559570313,386.0,520.0,0.0,842.332458496094,0.3086,0.1203,0.1183,0.0563,0.0157,0.0211,0.0,0.0342
5114,511,2,2,3,302.510772705078,22897.966796875,17707.271484375,5190.6953125,7632.655598958333,5902.423828125,1730.2317708333333,10.038847070484088,9.78178712490545,7.456588440397662,4932.11474609375,2977.96826171875,1126.0,1218.18212890625,0.0,121.0,800.0,846.138061523438,0.2785,0.1682,0.0636,0.0688,0.0,0.0068,0.0452,0.0478
5115,511,2,3,2,302.510772705078,17177.33203125,21844.27734375,-4666.9453125,8588.666015625,10922.138671875,-2333.47265625,9.75140410300478,9.991740037288006,0.0,6113.658203125,0.0,595.0,672.066589355469,34.0,385.0,0.0,308.252899169922,0.2799,0.0,0.0272,0.0308,0.0016,0.0176,0.0,0.0141
5116,511,2,1,3,302.510772705078,47759.2578125,42894.34765625,4864.91015625,15919.752604166666,14298.115885416666,1621.63671875,10.773949146136085,10.666518652794132,7.391807709280909,11897.8330078125,2700.84692382813,3473.0,6669.12451171875,7329.0,2201.5078125,0.0,1622.84069824219,0.2774,0.063,0.081,0.1555,0.1709,0.0513,0.0,0.0378
5117,511,2,6,5,302.510772705078,11790.9765625,15463.4267578125,-3672.4501953125,2358.1953125,3092.6853515625,-734.4900390625,9.37517462685082,9.646297617365406,0.0,9554.640625,519.647216796875,854.0,871.558776855469,45.0,109.0,412.716369628906,775.858215332031,0.6179,0.0336,0.0552,0.0564,0.0029,0.007,0.0267,0.0502
5118,511,2,1,3,302.510772705078,88394.7734375,29997.376953125,58397.396484375,29464.924479166668,9999.125651041666,19465.798828125,11.389579435689727,10.30889855761825,9.876465669241172,4336.9892578125,2661.26342773438,2100.34423828125,2279.89721679688,600.0,3034.0,1613.10888671875,2375.30493164063,0.1446,0.0887,0.07,0.076,0.02,0.1011,0.0538,0.0792
5119,512,2,2,1,239.833038330078,8040.546875,4648.828125,3391.71875,8040.546875,4648.828125,3391.71875,8.992376741055068,8.444585535532685,8.129386870101877,1477.72436523438,75.5369186401367,409.0,461.836273193359,279.0,60.0,0.0,67.9878921508789,0.3179,0.0162,0.088,0.0993,0.06,0.0129,0.0,0.0146
